"source","listing_no","url","writer_type","agency","region_depth1","region_depth2","region_depth3","address","latitude","longitude","title","deposit_manwon","rent_manwon","maintenance_manwon","total_monthly_manwon","room_type","room_count","bathroom_count","area_m2","supply_area_m2","exclusive_area_m2","floor","direction","parking","elevator","pet_allowed","loan_available","move_in","published_at","confirmed_at","listing_age_text","approval_date","maintenance_detail","maintenance_basis","maintenance_items","building_use","options","description","image_1","image_2","crawl_note"
"daangn","3602329","https://realty.daangn.com/articles/3602329","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 영통구 신원로250번길 53 (원천동)","37.25759171806699","127.06276208479999","오픈형 원룸 500만원/65만원 - 영통역15분거리","500","65","0","65","OPEN_ONE_ROOM","1","1","33.91","","33.91","8.0","","","","","","","2026-05-21","2026-05-24","3일 전","2024-08-28","","","","","세탁기; 냉장고; 인덕션; 옷장; 신발장; 싱크대; 베란다; 발코니","신축 복층 다락공간으로 공간분리
⭐⭐인테리어 최상급 호실⭐⭐
임대가도 제일 저렴한 호실이니 
빠르게 연락주세요.

입구:신발장, 옷장, 수납장 넉넉
싱크대/인덕션/세탁기/냉장고/천정형냉난방기

ALL빌트인 +발코니 서비스면적

전용 10평 + 다락공간 서비스+ 베란다 서비스

❣보증금 500만원 월65만원❤️

사업자등록증 세금계산서 발급 가능합니다.","https://img.kr.gcp-karroter.net/realty/article/3602329/01KS4J5GVAAFRDB8K7A5KTDC52.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3602329/01KS4J5H3NX9FMGA35Z6TT8WEK.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3586852","https://realty.daangn.com/articles/3586852","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 매산로 159-11 (구천동)","37.27391399336201","127.01804132619","분리형 원룸 1,000만원/60만원 - 이춘택병원 인근","1000","60","9","69","SPLIT_ONE_ROOM","1","1","23.14","","23.14","3.0","","가능","","","","","2026-05-23","2026-05-24","1일 전","2018-02-01","","","","","세탁기; 냉장고; 에어컨; 인덕션; 전자레인지; 주차","🏡 ㅣ가람부동산 ㅣ
“좋은 집은 좋은 인연으로부터 시작됩니다.”
가람부동산이 믿음으로 함께합니다.

🏠 [ 매물 특징 ]
 ✔ 주방 분리형 구조
 ✔ 신축급 컨디션의 감각적인 인테리어
 ✔ 풀옵션 완비 — 세탁기·냉장고·에어컨·전자레인지·인덕션 등
 ✔ 입주 즉시 가능 / 주차 가능

📍 [ 위치 · 교통 접근성 ]
 ✔ 이춘택병원 인근
 ✔ 버스노선 다양 — 시내·광역 모두 편리

🏙 [ 주변 생활 인프라 ]
 ✔ 편의점·카페·세탁소·식당·약국 등
 ✔ 도보권 내에 모든 생활 편의시설이 모여 있어요 😊

🌈 허위광고 NO! 실매물 100% 중개하는 가람부동산입니다.
🌈 수원 전지역 미공개 매물 다량 보유✨ 24시간 상담 가능합니다!
🌈 보증금/월세 협의 가능! 조건 맞춤 상담 OK!
🌈 빠른 응대, 믿을 수 있는 중개! 가람부동산이 함께합니다😊","https://img.kr.gcp-karroter.net/realty/article/3586852/01KRZH0QQJ51D4D2EGQDB1ZQ21.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3586852/01KRZH0QZVW55NMNZV19NDYGNF.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3613676","https://realty.daangn.com/articles/3613676","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 행궁로26번길 11-2 (남창동, 오룡파크빌라) B동","37.27979282934898","127.01423067637","투룸이상 2,000만원/70만원 - ㅇ 에어비엔비 행궁동 급 매매  ㆍ 양도 합니다","2000","70","0","70","TWO_ROOM","3","1","70.40","","70.40","0.5","","","","","","","2026-05-22","2026-05-24","2일 전","1994-08-10","","","","","","ㅇ 에어비엔비 급매물

행궁동 안

월매출 ㆍ 제반 사항은
01023538392  
 로  문의 주세요 

에어비엔비 전문 현대공인중개사 입니다 

행궁동 안

최고의 자리 
최고물건 

방3   *
부킹닷컴
에어비엔비  양수  해드립니다

01023538392
가성비 부동산 수원 현대공인중개사","https://img.kr.gcp-karroter.net/realty/article/3613676/01KS7G2KY1JMNCTPTGSFZRAAG8.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3613676/01KS7G2M7MREZ55R6SGV349Y2J.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3594945","https://realty.daangn.com/articles/3594945","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 영통구 신원로 296-21 (원천동)","37.26162111924901","127.06195402523","오픈형 원룸 500만원/70만원 - 경기도 수원시 영통구","500","70","0","70","OPEN_ONE_ROOM","1","1","29.75","","29.75","13.0","남향","","","","","","2026-05-20","2026-05-24","4일 전","2026-04-30","","","","","세탁기; 냉장고; 싱크대; 베란다; 테라스","13층 복층 첫입주 남향  / 테라스/   삼성인근 베란다 풀옵인테리어 예정

💒상담 010-3354-3948 / 031-304-3302 🙂
===============================

🟥 매물정보
✔️ 보증금 500만원 월세 70만원(부가세 별도/ 금액협의) 사업자가능
✔️ 주거 풀옵인테리어 예정 (세탁기. 냉장고, 싱크대. 블라인드  등)
✔️ 약 9평 삼성전자 인접 삼성전기 후문 건너편 위치한 신축 지식산업센터
✔️ 2026년 6월 중순 입주 협의
✔️ 관리비확인불가능
✔️ 복층형 스마트오피스로 사무실과 휴식공간 복합공간
✔️ 업무+휴식 공간 / 사무실/프리랜서 업무공간 / 직원 숙소 추천

💒 상담 010-3354-3948 / 031-304-3302🙂

🔺광고외 물건 많아요. 원하시는 가격, 조건 맞춤 중개.
🔺 계약시 2억원 보증보험 증서 제공","https://img.kr.gcp-karroter.net/realty/article/3594945/01KS21VHN4W9W9B3REE63EEP70.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3594945/01KS21VHV0TCN5ETZYP6GQAZQ2.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3575858","https://realty.daangn.com/articles/3575858","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 영통구 신원로 296-21 (원천동)","37.26162111924901","127.06195402523","오픈형 원룸 500만원/70만원 - 삼성도보권","500","70","0","70","OPEN_ONE_ROOM","1","1","29.75","","29.75","15.0","","","","","","","2026-05-20","2026-05-24","4일 전","2026-04-30","","","","","세탁기; 냉장고; 싱크대; 베란다; 테라스","14층 복층 첫입주 양창 / 테라스/   삼성인근 베란다 풀옵인테리어 예정

💒상담 010-3354-3948 / 031-304-3302 🙂
===============================

🟥 매물정보
✔️ 보증금 500만원 월세 70만원(부가세 별도/ 금액협의) 사업자가능
✔️ 풀옵인테리어 예정 (세탁기. 냉장고, 싱크대. 블라인드  등)
✔️ 약 9평 삼성전자 인접 삼성전기 후문 건너편 위치한 신축 지식산업센터
✔️ 2026년 6월 중순 입주 협의
✔️ 관리비확인불가능(분양권상태)
✔️ 복층형 스마트오피스로 사무실과 휴식공간 복합공간
✔️ 업무+휴식 공간 / 사무실/프리랜서 업무공간 / 직원 숙소 추천

💒 상담 010-3354-3948 / 031-304-3302🙂

🔺광고외 물건 많아요. 원하시는 가격, 조건 맞춤 중개.
🔺 계약시 2억원 보증보험 증서 제공","https://img.kr.gcp-karroter.net/realty/article/3575858/01KRWR31J1HABPV2AHWZNQCF6J.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3575858/01KRWR328WEY2N8C2TM1VRMXZ9.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3589450","https://realty.daangn.com/articles/3589450","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 인계로94번길 39-22 (인계동, 인계동 1024-3 공동주택)","37.26595785926598","127.02839265053001","오픈형 원룸 3,000만원/59만원 - 수원시청 뒷쪽 , 인계박스 안","3000","59","13","72","OPEN_ONE_ROOM","1","1","28.56","","28.56","5.0","","","","불가능","","","2026-05-23","2026-05-24","1일 전","2018-10-10","","","","","세탁기; 냉장고; 에어컨; 옷장; 주차","ㅁ 임대조건 

🎈
- 월 세 : 3000-59.1 만원
- 현재 세입자 거주 중으로, 6월 10일 이후 퇴실예정
🎈
- 반려동물 불가 
- 수원시청 뒤쪽, 인계동 박스 안 , 준신축 건물 
- 에어컨, 냉장고, 세탁기, 옷장 등 풀옵션 
🎈
- 지하 주차장 완비 / 주차장 키 지급 
- 준신축 건물로 오피스텔 급 깔끔하고, 공동현관 보안 완비 
- 주변 편의점, 세탁소, 음식점, 대형 병원 등 편의시설 다수 
🎈
- 전입신고 및 확정일자 가능한 안심매물 
- 건축물대장상 위반없는 든든한 건물 
- 소액보증금 / 최우선변제 범위 내 
🎈
- 토요일 및 일요일에도 보실 수 있어요 
🎈
- 담당자 대표 공인중개사 010-2382-7519","https://img.kr.gcp-karroter.net/realty/article/3589450/01KRZXM7T7W6AW8CBPSGD7TT1A.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3589450/01KRZXM82B8NYMJC7YJ9KT6D1T.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3612118","https://realty.daangn.com/articles/3612118","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 인계로94번길 39-22 (인계동, 인계동 1024-3 공동주택)","37.26595785926598","127.02839265053001","오픈형 원룸 3,000만원/59만원 - 수원시청역 도보 6분거리","3000","59","13","72","OPEN_ONE_ROOM","1","1","28.56","","28.56","5.0","","가능","","","","","2026-05-22","2026-05-24","2일 전","2018-10-10","","","","","주차","🏠---------------------------------🔍

안전월세 최우선변제!!
⭐풀옵션 몸만입주!!⭐
⭐가성비 최강!!!📢

✔ 정말 있는 방??? 🔍
■ 광고전 직접 답사필수!!✌📸
■ 직접 방문하여 촬영한 사진으로 광고 함.!!📌

✔ 기본정보 🔍
■ 인계동 귀한 1.5룸  월세매물!! 📌
■ 주택가에 위치하여 주변 소음 없이 조용한 생활권📌
■ 넓은 거실 공간 보유! 효율좋은 구조⭐
■ 깨끗한 인테리어 유지중!!!⭐
■ 현 시세대비 합리적인 가격 측정!!!! ⭐
■ 누가봐도 탐낼만한 꿀매물!⭐

✔ 구조 🔍
■ 부족함 없는 효율적인 공간 확보!📌

✔ 입주시기 🔍
■ 날짜협의📌

✔ 주차가능 여부 🔍
■ 주차공간 보유 📌

🙏* 귀한 매물 입니다. 금새... 없어집니다.
        놓치지 마세요!! 🙏

🏠---------------------------------🔍","https://img.kr.gcp-karroter.net/realty/article/3612118/01KS78XBHGBMX7X3E5ESYT07Z9.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3612118/01KS78XBQEVGNEP5XKTH82JNKC.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3535278","https://realty.daangn.com/articles/3535278","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 세지로174번길 15-7 (인계동, 그린빌) 1동","37.26709505245902","127.02288261276","분리형 원룸 1,000만원/65만원 - 경기도 수원시 팔달구","1000","65","7","72","SPLIT_ONE_ROOM","1","1","29.75","","29.75","2.0","","","있음","","","","2026-05-20","2026-05-24","4일 전","2016-03-14","","","","","엘리베이터; 주차","🐋고래공인중개사사무소는 고객님의 소중한 주거 선택을 함께 고민합니다.🐋
🐋 믿을 수 있는 실매물로 안심하고 거주하실 수 있도록 도와드리는 든든한 파트너입니다.🐋

🏠 **매물정보**: 전용 8평 분리형 원룸으로 보증금 1000만원, 월세 65만원의 합리적인 조건입니다.

🚇 **교통편**: 버스정류장도 바로 인접해 있어 이동이 자유롭습니다.

🏢 **건물정보**: 중층에 위치하여 적당한 층고를 자랑하며, 엘리베이터가 설치되어 있어 편리하고 주차도 가능합니다.

✨ **옵션**: 풀옵션으로 구비되어 있어 별도 가구 준비 없이 바로 입주하실 수 있습니다.

📅 **입주**: 즉시 입주가능하며 입주일자는 고객님과 협의하여 조정 가능합니다.

📋 **행정**: 전입신고가능하며 확정일자 발급도 문제없습니다.

🐋관리비에 (수도,인터넷 포함 입니다.)

💬 **상담**: 전화문의, 문자문의, 톡상담 모두 가능하며 24시간 언제든 편하게 연락주시면 친절하게 안내해드리겠습니다. 다양한 매물을 보유하고 있어 고객님께 최적의 선택지를 제공해드릴 수 있습니다.","https://img.kr.gcp-karroter.net/realty/article/3535278/01KS2KV5FN85FSDS9VHAD2724E.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3535278/01KS2KV5Q45K9AV80XEW93ZKDF.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3617820","https://realty.daangn.com/articles/3617820","DIRECT_USER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 경수대로 438 (인계동)","37.265258292218995","127.02645854335998","오피스텔 500만원/55만원 - 수원시청역 8분 거리","500","55","18","73","OFFICETEL","1","1","36.30","","36.30","8.0","","","","가능","","","2026-05-23","2026-05-24","1일 전","2004-06-08","","","","","","입주일은 협의 가능하니 편하게 말씀주세요
인계동 박스안이긴해도 끝자락이라 많이 안시끄러워요 주변에 인프라도 잘 되어있고 수원시청역도 가까워서 편해요
본가 들어갔다 나오면 늘 하이엘에 살았어요
여기만큼 큰평수에 살기편한곳 없는거같애요
반려동물 가능하고 제가 나갈때 청소비 지불하니 따로 입주청소 부를 필요없습니다
궁금한점이나 아무 문의는 편하게 채팅으로 물어봐주세요!!!","https://img.kr.gcp-karroter.net/realty/article/3617820/01KS9QYWQCZQJ2XPFYQ21C3EFN.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3617820/01KS9QYX6ZG8JW9EVN2EG4YZYP.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3524913","https://realty.daangn.com/articles/3524913","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 중부대로12번길 16 (구천동)","37.27443333717701","127.01782635783","오픈형 원룸 500만원/65만원 - 교동사거리 도보 3분거리","500","65","8","73","OPEN_ONE_ROOM","1","1","26.44","","26.44","3.0","","","","","","","2026-05-24","2026-05-24","오늘","2017-01-12","","","","","","깔끔한 구천동에서 제일인기 있는 베스트 건물 
답답함이 없는 구조로 추천하는 건물 입니다.

“발품 팔 필요 없이 매물 한 번에 비교해드립니다.”
""의뢰하신 매물외에도 매물 다량 보유하고 있습니다""
""비슷한조건으로 더 많은 매물 추천 해드리겠습니다""

└ 안전한 중개를 위하여 더베스트에서는  ┘

→ 보증금 반환조건 특약 기재 
→ 임대인 국세,지방세 증명서 체납여부확인 
→ 등기,건축물대장 꼼꼼히 체크 후 자세한 확인 및 설명 
→ 꼼꼼한 계약서 확인 및 설명 
→ 임대인과 직접적인 대면 계약 

<안전한 계약 및 입주에 필요한 
중개를 위해 최선의 노력합니다>
🔵 더 베스트부동산 

* 기재된 면적은 공부상 (건축물대장 등 ) 기준이며, 전용면적 미구분 특성상 실제 사용면적과 차이가 있을 수 있습니다.""
* 기본 관리비는 매월 정액으로 부과되며, 세부 항목 및 내역은 임대인 미제공으로 정확한 안내가 어려운 점 양해 부탁드립니다.”","https://img.kr.gcp-karroter.net/realty/article/3524913/01KRB18K73X7ZSXSKNYKNFE7CE.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3524913/01KRB18KD4X4F2ZYASDPSMVFKD.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3445706","https://realty.daangn.com/articles/3445706","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 정조로742번길 13-3 (구천동)","37.274349677308976","127.01739929996","분리형 원룸 500만원/65만원 - 이춘택병원 인근","500","65","8","73","SPLIT_ONE_ROOM","1","1","23.14","","23.14","5.0","","가능","","","","","2026-05-23","2026-05-24","1일 전","2023-06-12","","","","","세탁기; 냉장고; 에어컨; 인덕션; 전자레인지; 주차","🏡 ㅣ가람부동산 ㅣ
“좋은 집은 좋은 인연으로부터 시작됩니다.”
가람부동산이 믿음으로 함께합니다.

🏠 [ 매물 특징 ]
 ✔ 오픈형 원룸 구조
 ✔ 신축급 컨디션의 감각적인 인테리어
 ✔ 풀옵션 완비 — 세탁기·냉장고·에어컨·전자레인지·인덕션 등
 ✔ 입주 즉시 가능 / 주차 가능

📍 [ 위치 · 교통 접근성 ]
 ✔ 이춘택병원 인
 ✔ 버스노선 다양 — 시내·광역 모두 편리

🏙 [ 주변 생활 인프라 ]
 ✔ 편의점·카페·세탁소·식당·약국 등
 ✔ 도보권 내에 모든 생활 편의시설이 모여 있어요 😊

🌈 허위광고 NO! 실매물 100% 중개하는 가람부동산입니다.
🌈 수원 전지역 미공개 매물 다량 보유✨ 24시간 상담 가능합니다!
🌈 보증금/월세 협의 가능! 조건 맞춤 상담 OK!
🌈 빠른 응대, 믿을 수 있는 중개! 가람부동산이 함께합니다😊","https://img.kr.gcp-karroter.net/realty/article/3445706/01KQBVVYCB22D3GC0VES6K1EQ0.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3445706/01KQBVVYN8Q64D1ZP60R3F96SR.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3455980","https://realty.daangn.com/articles/3455980","BROKER","전직 경찰 출신 포돌이 부동산 대표 김상우입니다","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 매산로 161 (구천동)","37.273493190891","127.01788133573","분리형 원룸 1,000만원/65만원 - 포돌이 추천 풀옵션 채광 1.5룸 수원역 차량 10분","1000","65","8","73","SPLIT_ONE_ROOM","1","1","25.07","","25.07","7.0","","","","","","","2026-05-21","2026-05-24","3일 전","2019-02-07","","","","","세탁기; 냉장고; 에어컨; 가스레인지; 전자레인지","👮🏻‍♂️ 전직 경찰 출신 포돌이 부동산 대표 김상우입니다
🏢  빌라 상가 아파트 등 임대·매매 전문
📞 긴급 매물 / 빠른 상담 환영합니다

✅“부동산은 삶 중 하나의 공간 입니다”
✅“계약을 위한 중개가 아니라, 사람을 위한 중개를 하겠습니다.”
 
🛠 실매물 문의 및 중도 퇴실, 이사 일정 고민 중이시라면 바로 연락주세요.
📞 010-3091-0527 / ☎ 031-242-0527
✅ 연중무휴 친절 상담 / 현장 방문 예약도 OK!

🏠 매물 정보

▶ 방 1 거실 1 욕실1 분리형 1.8룸
▶ 보증금 1000만원 / 월세 65만 원 / 관리비 8만 원 
▶ 현재 세입자 거주 중 협의 입주 가능
▶ 전입신고 가능
▶ 도보 5분 거리 버스정류장  뛰어난 교통 접근성
▶ 에어컨, 냉장고, 세탁기, 가스레인지, 티비, 전자레인지 등 풀옵션
▶ 근처 은행, 병원, 카페, 식당, 편의점까지 인프라 GOOD
 
👮🏻‍♂️ 이 외에도 다양한 매물 보유 중입니다! 
      편하게 연락 주시면 신속하게 안내드리겠습니다. 😄","https://img.kr.gcp-karroter.net/realty/article/3455980/01KQEQAG7Z9YAN9C1YGK3BY9GF.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3455980/01KQEQAGDXDVQ452BXZZK5KR6Q.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3558154","https://realty.daangn.com/articles/3558154","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 정조로742번길 13-3 (구천동)","37.274349677308976","127.01739929996","분리형 원룸 500만원/65만원 - 중동사거리 도보2분거리","500","65","8","73","SPLIT_ONE_ROOM","1","1","25.00","","25.00","4.0","","","","","","","2026-05-21","2026-05-24","3일 전","2023-06-12","","","","","","⭕ 전입신고, 확정일자 가능

└ 안전한 중개를 위하여 더베스트에서는  ┘

→ 보증금 반환조건 특약 기재 
→ 임대인 국세,지방세 증명서 체납여부확인 
→ 등기,건축물대장 꼼꼼히 체크 후 자세한 확인 및 설명 
→ 꼼꼼한 계약서 확인 및 설명 
→ 임대인과 직접적인 대면 계약 

<안전한 계약 및 입주에 필요한 
중개를 위해 최선의 노력합니다>
🔵 더 베스트부동산 🔵

* 기재된 면적은 공부상 (건축물대장 등 ) 기준이며, 전용면적 미구분 특성상 실제 사용면적과 차이가 있을 수 있습니다.""
*기본관리비는 매월 정액으로 부과되며, 세부 항목 및 내역은 임대인 미제공으로 정확한 안내가 어려운 점 양해 부탁드립니다.”","https://img.kr.gcp-karroter.net/realty/article/3558154/01KRMZFE368FRECN41Q6A0V897.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3558154/01KRMZFEBGDXXGXR86N1B0GAHT.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3577257","https://realty.daangn.com/articles/3577257","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 권선로 739 (인계동)","37.258153671134","127.03211648046002","오피스텔 500만원/60만원 - 수원시청역 인근 깔끔한 원룸","500","60","15","75","OFFICETEL","1","1","30.62","","30.62","","","","","","","","2026-05-21","2026-05-24","3일 전","2003-12-19","관리비:15만원","","","","세탁기; 냉장고; 에어컨; 인덕션; 신발장; 싱크대","🌊 매물 설명 

위치 : 경기도 수원시 팔달구 인계동 (아래지도참고)

⛱️금액 : 보증금:500만원 , 월세: 60만원,  관리비:15만원

⛱️구조 : 원룸 (방1,화1)

⛱️옵션 : 에어컨,냉장고,세탁기,싱크대,인덕션,신발장,도어락 등



📞그외 무보증 단기방 다수보유 자세한사항 문의주세요 !
ex) 0/70~150 원룸부터 주인세대까지 


➡️ 안전한 물건만 추천하겠습니다 

➡️ 숨김 없는 투명한 상담을 약속드립니다

➡️ 계약 이후까지 책임지는 중개인이 되겠습니다


고객의 신뢰가 곧 우리의 자부심입니다.
투명한 거래, 믿을수 있는 에이벨부동산과 함께하세요

광고되지 않은 수원 지역 매물 다량 보유중이니 
언제든 편하게 연락주세요😊


 📞 상담 예약
 📞 010 5823 3534","https://img.kr.gcp-karroter.net/realty/article/3577257/01KS445P741TSDRN1VNNB8WR97.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3577257/01KS445PB8RGCZBVFWWQZAZTXA.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3609449","https://realty.daangn.com/articles/3609449","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 경수대로496번길 11-17 (인계동)","37.270859604477984","127.02897714877","오픈형 원룸 1,000만원/63만원 - 시청역 근처 개인테라스 넓은 원룸","1000","63","12","75","OPEN_ONE_ROOM","1","1","24.54","","24.54","4.0","","","","","","","2026-05-22","2026-05-24","2일 전","2018-03-30","관리비: 12만원","","","","세탁기; 냉장고; 에어컨; 인덕션; 신발장; 싱크대","🌊 매물 설명 

위치 : 경기도 수원시 팔달구 인계동 (아래지도참고)

⛱️금액 : 보증금: 1000만원 , 월세: 63만원,  관리비: 12만원

⛱️구조 : 원룸 (방1,화1)

⛱️옵션 : 에어컨,냉장고,세탁기,싱크대,인덕션,신발장,도어락 등



📞그외 무보증 단기방 다수보유 자세한사항 문의주세요 !
ex) 0/70~150 원룸부터 주인세대까지 


➡️ 안전한 물건만 추천하겠습니다 

➡️ 숨김 없는 투명한 상담을 약속드립니다

➡️ 계약 이후까지 책임지는 중개인이 되겠습니다


고객의 신뢰가 곧 우리의 자부심입니다.
투명한 거래, 믿을수 있는 에이벨부동산과 함께하세요

광고되지 않은 수원 지역 매물 다량 보유중이니 
언제든 편하게 연락주세요😊


 📞 상담 예약
 📞 010 5823 3534","https://img.kr.gcp-karroter.net/realty/article/3609449/01KS6XWBGMMN8381PDDPT0DRQS.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3609449/01KS6XWBRZ8GANR740RSSBFAF9.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3605069","https://realty.daangn.com/articles/3605069","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 경수대로496번길 11-17 (인계동)","37.270859604477984","127.02897714877","오픈형 원룸 1,000만원/63만원 - KBS드라마센터 인근","1000","63","12","75","OPEN_ONE_ROOM","1","1","21.02","","21.02","4.0","","가능","","","","","2026-05-21","2026-05-24","3일 전","2018-03-30","","","","","세탁기; 냉장고; 에어컨; 인덕션; 전자레인지; 주차","🏡 ㅣ가람부동산 ㅣ
“좋은 집은 좋은 인연으로부터 시작됩니다.”
가람부동산이 믿음으로 함께합니다.

🏠 [ 매물 특징 ]
 ✔ 오픈형 원룸 구조
 ✔ 신축급 컨디션의 감각적인 인테리어
 ✔ 풀옵션 완비 — 세탁기·냉장고·에어컨·전자레인지·인덕션 등
 ✔ 입주 즉시 가능 / 주차 가능

📍 [ 위치 · 교통 접근성 ]
 ✔ KBS드라마센터 인근
 ✔ 버스노선 다양 — 시내·광역 모두 편리

🏙 [ 주변 생활 인프라 ]
 ✔ 편의점·카페·세탁소·식당·약국 등
 ✔ 도보권 내에 모든 생활 편의시설이 모여 있어요 😊

🌈 허위광고 NO! 실매물 100% 중개하는 가람부동산입니다.
🌈 수원 전지역 미공개 매물 다량 보유✨ 24시간 상담 가능합니다!
🌈 보증금/월세 협의 가능! 조건 맞춤 상담 OK!
🌈 빠른 응대, 믿을 수 있는 중개! 가람부동산이 함께합니다😊","https://img.kr.gcp-karroter.net/realty/article/3605069/01KS4VSF1JZ1YGNTKB6K6RXXKM.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3605069/01KS4VSFB4H64S00T3PJKMTEDY.png?q=95&s=1440x1440&t=inside&service=realty",""
"daangn","3597789","https://realty.daangn.com/articles/3597789","BROKER","","경기도","수원시 팔달구","우만1동","경기도 수원시 팔달구 세지로174번길 15-7 (인계동, 그린빌) 1동","37.26709505245902","127.02288261276","분리형 원룸 1,000만원/65만원 - 인계동 조용한주택단지, 대형분리형1.5룸, 즉시입주","1000","65","10","75","SPLIT_ONE_ROOM","1","1","28.06","","28.06","2.0","","","","","","","2026-05-20","2026-05-24","4일 전","2016-03-14","","","","","세탁기; 냉장고; 에어컨; 가스렌지; TV; 신발장; 붙박이장; 베란다","🔊 김박사부동산공인중개사사무소 입니다. 
 고객님의 안전한 거래를 최우선으로 생각하며,
 투명하고 정직한 중개 서비스를 제공해 드리겠습니다.

🔊 광고법을 준수하여, 등기상 면적으로 표시하며,
  실제 사용면적은 확장면적포함 전용 약10평 입니다.~❗

🎓 옵션_  도어락, 신발장, 세탁기, 냉장고,
                 가스렌지, 에어컨, TV, 붙박이장 등.
🎓 위치_  sk뷰.푸르지오 2번게이트근처
🎓 특징_  전입신고가능
                 즉시입주가능
                 융자없는 안전한집
                 방, 거실 분리형 큰 구조, 통베란다 있음

                           
👩‍🎓 김박사부동산공인중개사
☎ 대표공인중개사 김영희 010-6243-2767
▶▶ 수원지방법원 경매 매수신청대리인 등록사무소
▶▶ 모든 매물 대표공인이 직접 현장안내 및 중개
▶▶ 원룸, 투룸, 오피스텔, 주택, 상가 등 수원전지역 가능","https://img.kr.gcp-karroter.net/realty/article/3597789/01KS2J6291VKKJVQ3VSVF251DZ.png?q=95&s=1440x1440&t=inside&service=realty","https://img.kr.gcp-karroter.net/realty/article/3597789/01KS2J62CP15N71SKR9Y3Z8FCN.png?q=95&s=1440x1440&t=inside&service=realty",""
