"source","listing_no","room_id","url","agency","agent_name","agent_phone","region","address","latitude","longitude","address_public_level","title","deposit_manwon","rent_manwon","maintenance_manwon","total_monthly_manwon","room_type","area_m2","floor","direction","parking","move_in","approval_date","building_use","options","security_options","image_1","image_2","crawl_note"
"naver_land","2627666802","2627666802","https://new.land.naver.com/rooms?articleNo=2627666802","더베스트공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","사업자, 부가세별도, 전입x,풀옵션, 햇살좋은집,입주협의","2000","140","","140","오피스텔","90/39","중/41","남서향","","","2026.05.22","오피스텔","10년이내; 대단지; 화장실한개; 방한개; 사업자, 부가세별도, 전입x,풀옵션, 햇살좋은집,입주협의","","https://landthumb-phinf.pstatic.net/20260522_1/1779390042059KcoXM_JPEG/2627666802_20260522040041168898.jpg","","Captured from Naver Land article list API."
"naver_land","2627666527","2627666527","https://new.land.naver.com/rooms?articleNo=2627666527","더베스트공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","전입O, 융무, 월세20만원별도, 7월하순 입주협의, 트인전망굿","16000","","","","오피스텔","51/21","37/41","북동향","","","2026.05.22","오피스텔","10년이내; 대단지; 소형평수; 화장실한개; 전입O, 융무, 월세20만원별도, 7월하순 입주협의, 트인전망굿","","https://landthumb-phinf.pstatic.net/20260522_177/1779389599407Kvq9D_JPEG/2627666527_20260522035318572989.jpg","","Captured from Naver Land article list API."
"naver_land","2626650806","2626650806","https://new.land.naver.com/rooms?articleNo=2626650806","더베스트부동산공인중개사사무소","","","","다가구","37.260646","127.062008","naver_public_listing_level","17년 준신축. 2룸. 5월입주. 넓은평수. 풀옵션","2000","100","","100","단독/다가구","44/39","4/5","남서향","","","2026.05.16","단독/다가구","10년이내; 소형평수; 화장실한개; 방두개; 17년 준신축. 2룸. 5월입주. 넓은평수. 풀옵션","","https://landthumb-phinf.pstatic.net/20260516_300/1778897743357HLU25_JPEG/2626650806_20260516111541803485.jpg","","Captured from Naver Land article list API."
"naver_land","2627644047","2627644047","https://new.land.naver.com/rooms?articleNo=2627644047","더샵114공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","전입,고급정수기,침대,버티칼,로얄층,풀옵션,깔끔한집상태,방1,거실1","2000","145","","145","오피스텔","90/39","중/41","남향","","","2026.05.21","오피스텔","10년이내; 대단지; 방한개; 화장실한개; 전입,고급정수기,침대,버티칼,로얄층,풀옵션,깔끔한집상태,방1,거실1","","https://landthumb-phinf.pstatic.net/20260521_37/1779352284535aOF1F_JPEG/2627644047_20260521173123660919.jpg","","Captured from Naver Land article list API."
"naver_land","2627707788","2627707788","https://new.land.naver.com/rooms?articleNo=2627707788","더샵공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","확트인뷰  융무  풀옵션  수영장.사우나.스타벅스  입주협의","16000","20","","20","오피스텔","51/21","37/41","북동향","","","2026.05.22","오피스텔","10년이내; 융자금없는; 대단지; 소형평수; 확트인뷰  융무  풀옵션  수영장.사우나.스타벅스  입주협의","","https://landthumb-phinf.pstatic.net/20260522_164/1779412962466HFm2R_JPEG/2627707788_20260522102241835098.jpg","","Captured from Naver Land article list API."
"naver_land","2627507858","2627507858","https://new.land.naver.com/rooms?articleNo=2627507858","더샵공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","확트인뷰  융무  풀옵션  수영장.사우나.스타벅스","16000","20","","20","오피스텔","51/21","중/41","북동향","","","2026.05.21","오피스텔","10년이내; 융자금없는; 대단지; 소형평수; 확트인뷰  융무  풀옵션  수영장.사우나.스타벅스","","https://landthumb-phinf.pstatic.net/20260521_221/1779327110989nNFjS_JPEG/2627507858_20260521103150241112.jpg","","Captured from Naver Land article list API."
"naver_land","2627709171","2627709171","https://new.land.naver.com/rooms?articleNo=2627709171","더샵공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","확트인뷰  융무  풀옵션  수영장.사우나.스타벅스  입주협의","15000","30","","30","오피스텔","51/21","고/41","북동향","","","2026.05.22","오피스텔","10년이내; 융자금없는; 대단지; 소형평수; 확트인뷰  융무  풀옵션  수영장.사우나.스타벅스  입주협의","","https://landthumb-phinf.pstatic.net/20260522_58/1779413082651puLPG_JPEG/2627709171_20260522102442137769.jpg","","Captured from Naver Land article list API."
"naver_land","2627717301","2627717301","https://new.land.naver.com/rooms?articleNo=2627717301","더샵공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","빠른입주  일반사업자   넓은거실  풀옵션  수영장.사우나.스타벅스","2000","140","","140","오피스텔","90/39","고/41","남서향","","","2026.05.22","오피스텔","10년이내; 대단지; 화장실한개; 방한개; 빠른입주  일반사업자   넓은거실  풀옵션  수영장.사우나.스타벅스","","https://landthumb-phinf.pstatic.net/20260522_53/177941378742543EfC_JPEG/2627717301_20260522103626572729.jpg","","Captured from Naver Land article list API."
"naver_land","2627514413","2627514413","https://new.land.naver.com/rooms?articleNo=2627514413","더샵공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","투룸  풀옵션  풀에어컨  일반사업자  6월입주 수영장.사우나.스타벅스","1500","170","","170","오피스텔","109/46","저/41","남서향","","","2026.05.21","오피스텔","10년이내; 대단지; 화장실한개; 방두개; 투룸  풀옵션  풀에어컨  일반사업자  6월입주 수영장.사우나.스타벅스","","https://landthumb-phinf.pstatic.net/20260521_39/17793277644907w1F4_JPEG/2627514413_20260521104243706488.jpg","","Captured from Naver Land article list API."
"naver_land","2627505278","2627505278","https://new.land.naver.com/rooms?articleNo=2627505278","더샵공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","확트인뷰  월세20만원  융무  풀옵션  수영장.사우나.스타벅스","16000","","","","오피스텔","51/21","37/41","북동향","","","2026.05.21","오피스텔","10년이내; 융자금없는; 대단지; 소형평수; 확트인뷰  월세20만원  융무  풀옵션  수영장.사우나.스타벅스","","https://landthumb-phinf.pstatic.net/20260521_157/17793268548497nHqJ_JPEG/2627505278_20260521102734294928.jpg","","Captured from Naver Land article list API."
"naver_land","2627300516","2627300516","https://new.land.naver.com/rooms?articleNo=2627300516","더샵공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","빠른입주  융무  전세권설정가능  풀옵션  수영장.사우나.스타벅스","18000","","","","오피스텔","51/21","7/41","북동향","","","2026.05.20","오피스텔","10년이내; 융자금없는; 대단지; 소형평수; 빠른입주  융무  전세권설정가능  풀옵션  수영장.사우나.스타벅스","","https://landthumb-phinf.pstatic.net/20260520_159/1779237379384bBqMU_JPEG/2627300516_20260520093618658452.jpg","","Captured from Naver Land article list API."
"naver_land","2627708989","2627708989","https://new.land.naver.com/rooms?articleNo=2627708989","더샵공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","융무  월세30만원  1.6억20만원가능  풀옵션  수영장.사우나.","15000","","","","오피스텔","51/21","고/41","북동향","","","2026.05.22","오피스텔","10년이내; 융자금없는; 대단지; 소형평수; 융무  월세30만원  1.6억20만원가능  풀옵션  수영장.사우나.","","https://landthumb-phinf.pstatic.net/20260522_116/17794130687952EN9W_JPEG/2627708989_20260522102428052349.jpg","","Captured from Naver Land article list API."
"naver_land","2627507110","2627507110","https://new.land.naver.com/rooms?articleNo=2627507110","더샵공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","융무  거실양창  풀옵션  풀에어컨  수영장.사우나.스타벅스","45000","","","","오피스텔","109/46","중/41","남서향","","","2026.05.21","오피스텔","10년이내; 융자금없는; 대단지; 화장실한개; 융무  거실양창  풀옵션  풀에어컨  수영장.사우나.스타벅스","","https://landthumb-phinf.pstatic.net/20260521_139/1779327116764nUEz2_JPEG/2627507110_20260521103155365963.jpg","","Captured from Naver Land article list API."
"naver_land","2627502661","2627502661","https://new.land.naver.com/rooms?articleNo=2627502661","더샵공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","확트인뷰  융무 월세20만원  풀옵션  수영장.사우나.스타벅스  입주협의","16000","","","","오피스텔","51/21","중/41","북동향","","","2026.05.21","오피스텔","10년이내; 융자금없는; 대단지; 소형평수; 확트인뷰  융무 월세20만원  풀옵션  수영장.사우나.스타벅스  입주협의","","https://landthumb-phinf.pstatic.net/20260521_145/1779326611934YcJo7_JPEG/2627502661_20260521102331119620.jpg","","Captured from Naver Land article list API."
"naver_land","2626964888","2626964888","https://new.land.naver.com/rooms?articleNo=2626964888","더수원공인중개사사무소","","","","일반원룸","37.257909","127.061274","naver_public_listing_level","더수원l 허위X 정확한금액 신축 풀옵션 원룸 복층 월세 ","500","65","","65","원룸","35/27","11/15","동향","","","2026.05.18","방","4년이내; 복층; 소형평수; 화장실한개; 더수원l 허위X 정확한금액 신축 풀옵션 원룸 복층 월세 ","","https://landthumb-phinf.pstatic.net/20260518_88/1779081527558XbXkA_JPEG/2626964888_20260518141843043664.jpg","","Captured from Naver Land article list API."
"naver_land","2626572605","2626572605","https://new.land.naver.com/rooms?articleNo=2626572605","럭키공인중개사사무소","","","","일반원룸","37.260453","127.062603","naver_public_listing_level","신축 풀옵션 삼성전자 전기도보권 전용주차가능 사진유","1000","115","","115","원룸","49/49","5/5","동향","","","2026.05.16","방","10년이내; 소형평수; 화장실한개; 방두개; 신축 풀옵션 삼성전자 전기도보권 전용주차가능 사진유","","","","Captured from Naver Land article list API."
"naver_land","2627560064","2627560064","https://new.land.naver.com/rooms?articleNo=2627560064","레이크대표공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","일반사업자,부가세별도, 풀옵션, 6월입주, 인기있는 원룸,막힘없는뷰","1000","75","","75","오피스텔","51/21","저/41","북동향","","","2026.05.21","오피스텔","10년이내; 대단지; 화장실한개; 소형평수; 일반사업자,부가세별도, 풀옵션, 6월입주, 인기있는 원룸,막힘없는뷰","","https://landthumb-phinf.pstatic.net/20260521_37/1779333042591ufFLu_JPEG/2627560064_20260521121041738492.jpg","","Captured from Naver Land article list API."
"naver_land","2627561019","2627561019","https://new.land.naver.com/rooms?articleNo=2627561019","레이크대표공인중개사사무소","","","","더샵광교레이크시티","37.272348","127.060656","naver_public_listing_level","즉시입주가능, 융무, 전입, 풀옵션, 인기있는 원룸, 호텔급 커뮤니티","18000","","","","오피스텔","51/21","저/41","북동향","","","2026.05.21","오피스텔","10년이내; 융자금없는; 대단지; 소형평수; 즉시입주가능, 융무, 전입, 풀옵션, 인기있는 원룸, 호텔급 커뮤니티","","https://landthumb-phinf.pstatic.net/20260521_80/1779333221269PTAJx_JPEG/2627561019_20260521121340597250.jpg","","Captured from Naver Land article list API."
"naver_land","2627564963","2627564963","https://new.land.naver.com/rooms?articleNo=2627564963","마당공인중개사사무소","","","","단독","37.260962","127.061037","naver_public_listing_level","준신축 풀옵션  삼성전자 동문 인근  넓은방  즉시입주  전입신고","500","48","","48","단독/다가구","29/26","2/7","동향","","","2026.05.21","단독/다가구","15년이내; 소형평수; 화장실한개; 방한개; 준신축 풀옵션  삼성전자 동문 인근  넓은방  즉시입주  전입신고","","https://landthumb-phinf.pstatic.net/20260521_225/1779336651625bwxqS_JPEG/2627564963_20260521131047533658.jpg","","Captured from Naver Land article list API."
"naver_land","2624919307","2624919307","https://new.land.naver.com/rooms?articleNo=2624919307","망포씨티부동산공인중개사사무소","","","","기타","37.264375","127.065101","naver_public_listing_level","광교,흥덕it.밸리, 삼성전기,이노플렉스인근,아주대버스라인","300","40","","40","원룸","25/20","2/7","북서향","","","2026.05.08","방","15년이내; 화장실한개; 소형평수; 방한개; 광교,흥덕it.밸리, 삼성전기,이노플렉스인근,아주대버스라인","","https://landthumb-phinf.pstatic.net/20260508_243/1778244812432KIDJH_JPEG/PM-1.P-eq/17391f4bf987993c7c9c96dd016ac5f3.jpg","","Captured from Naver Land article list API."
"naver_land","2624918031","2624918031","https://new.land.naver.com/rooms?articleNo=2624918031","망포씨티부동산공인중개사사무소","","","","일반원룸","37.264177","127.064838","naver_public_listing_level","o망포씨티O베란다 있는 밝은 원룸. 삼성.이노플렉스,흥덕it 근접","300","43","","43","원룸","25/21","2/6","동향","","","2026.05.08","방","25년이내; 화장실한개; 소형평수; 방한개; o망포씨티O베란다 있는 밝은 원룸. 삼성.이노플렉스,흥덕it 근접","","https://landthumb-phinf.pstatic.net/20260508_166/1778244619081sNDPJ_JPEG/PM-1.P-eq/3b2371d39f65c09f163a05761d4f8638.jpg","","Captured from Naver Land article list API."
"naver_land","2627401981","2627401981","https://new.land.naver.com/rooms?articleNo=2627401981","매탄 부동산 공인중개사 사무소","","","","일반원룸","37.267537","127.06189","naver_public_listing_level","M l 최저가 원룸 l 컨디션 굿 l 놓치면 후회","500","30","","30","원룸","23/20","고/6","남향","","","2026.05.20","방","25년이내; 융자금적은; 화장실한개; 소형평수; M l 최저가 원룸 l 컨디션 굿 l 놓치면 후회","","https://landthumb-phinf.pstatic.net/20260520_111/1779255404807gwypE_JPEG/2627401981_20260520143642888076.jpg","","Captured from Naver Land article list API."
"naver_land","2622191757","2622191757","https://new.land.naver.com/rooms?articleNo=2622191757","매탄 부동산 공인중개사 사무소","","","","일반원룸","37.267052","127.063337","naver_public_listing_level","M l 개방감 굿 l 컨디션 굿 l 흥덕아이티밸리 인접","500","35","","35","원룸","22/20","중/5","서향","","","2026.04.24","방","25년이내; 화장실한개; 소형평수; 방한개; M l 개방감 굿 l 컨디션 굿 l 흥덕아이티밸리 인접","","https://landthumb-phinf.pstatic.net/20260424_59/1777021860433Ys32n_JPEG/a1f29cec881dcac11d0ea0bfd804779a.JPG","","Captured from Naver Land article list API."
"naver_land","2626499648","2626499648","https://new.land.naver.com/rooms?articleNo=2626499648","매탄 부동산 공인중개사 사무소","","","","일반원룸","37.264542","127.064844","naver_public_listing_level","M l 갓성비 원룸 l 단기가능 l  풀옵션","200","35","","35","원룸","23/21","고/7","북향","","","2026.05.18","방","15년이내; 융자금적은; 화장실한개; 소형평수; M l 갓성비 원룸 l 단기가능 l  풀옵션","","https://landthumb-phinf.pstatic.net/20260518_289/1779107666280I8umD_JPEG/PM-1.P-eq/8988a3e97647080d05a4285f83a2aa6e.jpg","","Captured from Naver Land article list API."
"naver_land","2626663917","2626663917","https://new.land.naver.com/rooms?articleNo=2626663917","매탄 부동산 공인중개사 사무소","","","","일반원룸","37.264628","127.06493","naver_public_listing_level","M l 단기가능 l 흥덕아이티밸리인접 l 풀옵션 l 즉시입주가능 ","300","40","","40","원룸","23/21","고/9","남서향","","","2026.05.19","방","15년이내; 융자금적은; 화장실한개; 소형평수; M l 단기가능 l 흥덕아이티밸리인접 l 풀옵션 l 즉시입주가능 ","","https://landthumb-phinf.pstatic.net/20260519_261/1779181834291dsjS8_JPEG/fcaf28ae6f9e7e26da17f3493315a06d.JPG","","Captured from Naver Land article list API."
"naver_land","2626479332","2626479332","https://new.land.naver.com/rooms?articleNo=2626479332","매탄 부동산 공인중개사 사무소","","","","일반원룸","37.264866","127.064473","naver_public_listing_level","M l 건조기 있는 원룸 l 이 구역 인기 l 흥덕아이티벨리 인접","500","40","","40","원룸","23/19","중/8","남서향","","","2026.05.18","방","15년이내; 융자금적은; 소형평수; 화장실한개; M l 건조기 있는 원룸 l 이 구역 인기 l 흥덕아이티벨리 인접","","https://landthumb-phinf.pstatic.net/20260518_24/1779107685384SBEsj_JPEG/4a23d52fa0cefb9b42c79825e6cc2144.JPG","","Captured from Naver Land article list API."
"naver_land","2625280746","2625280746","https://new.land.naver.com/rooms?articleNo=2625280746","매탄 부동산 공인중개사 사무소","","","","일반원룸","37.264375","127.065101","naver_public_listing_level","M l 리모델링완료 l 조용한 숲세권 l 영통역 인접 ","300","40","","40","원룸","26/23","저/8","북서향","","","2026.05.12","방","15년이내; 융자금적은; 소형평수; 화장실한개; M l 리모델링완료 l 조용한 숲세권 l 영통역 인접 ","","https://landthumb-phinf.pstatic.net/20260512_299/1778593594488lGwzC_JPEG/0813ea0d75364ad981b76763d955e216.JPG","","Captured from Naver Land article list API."
"naver_land","2625286026","2625286026","https://new.land.naver.com/rooms?articleNo=2625286026","매탄 부동산 공인중개사 사무소","","","","일반원룸","37.261278","127.060712","naver_public_listing_level","M l 단기가능 l  보면 반하는 빅사이즈원룸 l  화이트톤수납","500","45","","45","원룸","26/24","중/8","남서향","","","2026.05.13","방","15년이내; 융자금적은; 소형평수; 화장실한개; M l 단기가능 l  보면 반하는 빅사이즈원룸 l  화이트톤수납","","https://landthumb-phinf.pstatic.net/20260513_86/1778674816732q8x3B_JPEG/7f19947181e103a4fde1acba0bf2e6dd.JPG","","Captured from Naver Land article list API."
"naver_land","2627047336","2627047336","https://new.land.naver.com/rooms?articleNo=2627047336","매탄 부동산 공인중개사 사무소","","","","일반원룸","37.264278","127.065034","naver_public_listing_level","M l 최저가 단기 l 흥덕IT밸리 인접 l 즉시입주가능","50","45","","45","원룸","23/21","고/8","북향","","","2026.05.19","방","15년이내; 융자금적은; 소형평수; 화장실한개; M l 최저가 단기 l 흥덕IT밸리 인접 l 즉시입주가능","","https://landthumb-phinf.pstatic.net/20260519_260/1779181078251qaY3U_JPEG/PM-1.P-eq/fa080c659b670eb44ded1fbfb6154a58.jpg","","Captured from Naver Land article list API."
"naver_land","2625536794","2625536794","https://new.land.naver.com/rooms?articleNo=2625536794","매탄 부동산 공인중개사 사무소","","","","일반원룸","37.26761","127.062114","naver_public_listing_level","M l 흥덕아이티밸리인접 l 단기가능 l 주변 상권편리 ","200","45","","45","원룸","23/19","저/6","남서향","","","2026.05.12","방","15년이내; 융자금적은; 소형평수; 화장실한개; M l 흥덕아이티밸리인접 l 단기가능 l 주변 상권편리 ","","https://landthumb-phinf.pstatic.net/20260512_91/1778593539824hYwGw_JPEG/PM-1.P-eq/75e714a3f3d95e3f976a7eea5f5091e6.jpg","","Captured from Naver Land article list API."
"naver_land","2626554502","2626554502","https://new.land.naver.com/rooms?articleNo=2626554502","매탄 부동산 공인중개사 사무소","","","","일반원룸","37.260962","127.061037","naver_public_listing_level","M l 컨디션 굿 원룸 l 오피스텔급 l 빠른입주가능 ","500","50","","50","원룸","24/22","저/7","남동향","","","2026.05.19","방","15년이내; 융자금적은; 화장실한개; 소형평수; M l 컨디션 굿 원룸 l 오피스텔급 l 빠른입주가능 ","","https://landthumb-phinf.pstatic.net/20260519_74/1779181865160d1k9M_JPEG/7cec2bf9bf70687294f1dfe2677a0a26.JPG","","Captured from Naver Land article list API."
"naver_land","2626057170","2626057170","https://new.land.naver.com/rooms?articleNo=2626057170","매탄 부동산 공인중개사 사무소","","","","일반원룸","37.261278","127.060712","naver_public_listing_level","M l 단기가능 l  보면 반하는 빅사이즈원룸 l  화이트톤수납","200","50","","50","원룸","26/24","중/8","남서향","","","2026.05.14","방","15년이내; 융자금적은; 소형평수; 화장실한개; M l 단기가능 l  보면 반하는 빅사이즈원룸 l  화이트톤수납","","https://landthumb-phinf.pstatic.net/20260514_40/1778761235980IPShI_JPEG/PM-1.P-eq/1d8c049e45c19f373b87565279c47316.jpg","","Captured from Naver Land article list API."
"naver_land","2627263800","2627263800","https://new.land.naver.com/rooms?articleNo=2627263800","아리수공인중개사사무소","","","","다가구","37.260412","127.062197","naver_public_listing_level","다가구","2000","85","","85","단독/다가구","36/33","3/4","남향","","","2026.05.19","단독/다가구","10년이내; 소형평수; 화장실한개; 방한개","","https://landthumb-phinf.pstatic.net/20260519_30/1779179200362oe6xP_JPEG/2627263800_20260519172638080870.jpg","","Captured from Naver Land article list API."
"naver_land","2627662253","2627662253","https://new.land.naver.com/rooms?articleNo=2627662253","에이벨공인중개사사무소","","","","다가구","37.260453","127.062603","naver_public_listing_level","에이벨 l 화이트톤 신축급 완벽분리 깔끔그자체 풀옵션 l","1000","90","","90","단독/다가구","26","고/5","서향","","","2026.05.22","단독/다가구","10년이내; 화장실한개; 방한개; 고층; 에이벨 l 화이트톤 신축급 완벽분리 깔끔그자체 풀옵션 l","","https://landthumb-phinf.pstatic.net/20260522_137/1779411236731Rny9u_JPEG/2627662253_20260522095348612136.jpg","","Captured from Naver Land article list API."
"naver_land","2626567596","2626567596","https://new.land.naver.com/rooms?articleNo=2626567596","에이벨공인중개사사무소","","","","다가구","37.260646","127.062008","naver_public_listing_level","에이벨 I 준신축 깔끔한 투룸 I 풀옵션 I 삼성인근 I","2000","100","","100","단독/다가구","45/40","고/5","동향","","","2026.05.15","단독/다가구","10년이내; 화장실한개; 소형평수; 방두개; 에이벨 I 준신축 깔끔한 투룸 I 풀옵션 I 삼성인근 I","","https://landthumb-phinf.pstatic.net/20260515_299/1778833279129fa1wb_JPEG/2626567596_20260515172117093396.jpg","","Captured from Naver Land article list API."
"naver_land","2626893621","2626893621","https://new.land.naver.com/rooms?articleNo=2626893621","영통테라타워공인중개사사무소","","","","다가구","37.260412","127.062197","naver_public_listing_level","전액보증보험, 거실넓은 1.8룸 풀옵션, 붙박이장, 세대1주차","12000","20","","20","단독/다가구","56/42","4/4","남동향","","","2026.05.18","단독/다가구","10년이내; 소형평수; 화장실한개; 방한개; 전액보증보험, 거실넓은 1.8룸 풀옵션, 붙박이장, 세대1주차","","https://landthumb-phinf.pstatic.net/20260518_174/1779077267842yQdk6_JPEG/2626893621_20260518130746354906.jpg","","Captured from Naver Land article list API."
"naver_land","2626516137","2626516137","https://new.land.naver.com/rooms?articleNo=2626516137","영통테라타워공인중개사사무소","","","","다가구","37.260646","127.062008","naver_public_listing_level","주방겸 거실 넓은 구조, 풀옵션 1.8룸, 붙박이장, 시스템에어컨","2500","75","","75","단독/다가구","46/39","5/5","동향","","","2026.05.15","단독/다가구","10년이내; 소형평수; 화장실한개; 방한개; 주방겸 거실 넓은 구조, 풀옵션 1.8룸, 붙박이장, 시스템에어컨","","https://landthumb-phinf.pstatic.net/20260515_231/1778823142494grH0Y_JPEG/2626516137_20260515143219772899.jpg","","Captured from Naver Land article list API."
"naver_land","2626396715","2626396715","https://new.land.naver.com/rooms?articleNo=2626396715","우리공인중개사사무소","","","","원천레이크파크","37.267131","127.058623","naver_public_listing_level","내부수리됨 깨끗 전망트여 채광좋고 상가이용편리","5000","95","","95","아파트","70/49","11/20","남동향","","","2026.05.15","아파트","25년이상; 대단지; 방두개; 화장실한개; 내부수리됨 깨끗 전망트여 채광좋고 상가이용편리","","","","Captured from Naver Land article list API."
"naver_land","2627253562","2627253562","https://new.land.naver.com/rooms?articleNo=2627253562","제일공인중개사사무소","","","","다가구","37.260453","127.062603","naver_public_listing_level","1.8룸 21년신축 분리형, 삼성전자 삼성전기도보 1실1주차 풀옵션","1000","90","","90","단독/다가구","36/36","4/5","남향","","","2026.05.19","단독/다가구","10년이내; 테라스; 세대분리; 소형평수; 1.8룸 21년신축 분리형, 삼성전자 삼성전기도보 1실1주차 풀옵션","","https://landthumb-phinf.pstatic.net/20260519_255/1779176583566x0pdW_JPEG/2627253562_20260519164300443124.jpg","","Captured from Naver Land article list API."
"naver_land","2626945772","2626945772","https://new.land.naver.com/rooms?articleNo=2626945772","조은공인중개사사무소","","","","일반원룸","37.25978","127.065362","naver_public_listing_level","무융자.베란다있는 넓은방.영통역도보가능.","300","31","","31","원룸","21/21","B1/3","남서향","","","2026.05.18","방","25년이내; 융자금없는; 화장실한개; 소형평수; 무융자.베란다있는 넓은방.영통역도보가능.","","https://landthumb-phinf.pstatic.net/20260518_138/1779078325342MqDBE_JPEG/2626945772_20260518132522139915.jpg","","Captured from Naver Land article list API."
"naver_land","2626314154","2626314154","https://new.land.naver.com/rooms?articleNo=2626314154","조은공인중개사사무소","","","","일반원룸","37.263761","127.065041","naver_public_listing_level","즐거울 락.영흥공원.좀더넓은방.미친가성비.풀옵션","300","34","","34","원룸","22/22","고/6","남서향","","","2026.05.14","방","25년이내; 융자금없는; 소형평수; 화장실한개; 즐거울 락.영흥공원.좀더넓은방.미친가성비.풀옵션","","https://landthumb-phinf.pstatic.net/20260519_99/1779154350912YvS8F_JPEG/2626314154_20260519103227289446.jpg","","Captured from Naver Land article list API."
"naver_land","2626581707","2626581707","https://new.land.naver.com/rooms?articleNo=2626581707","조은공인중개사사무소","","","","일반원룸","37.260962","127.061037","naver_public_listing_level","삼성동문앞.신축급오피스텔풍. 깔끔원룸.넓은 주차장.","500","48","","48","원룸","22/22","저/8","남서향","","","2026.05.16","방","15년이내; 소형평수; 화장실한개; 방한개; 삼성동문앞.신축급오피스텔풍. 깔끔원룸.넓은 주차장.","","https://landthumb-phinf.pstatic.net/20260521_215/1779346595237gvp1q_JPEG/2626581707_20260521155632492634.jpg","","Captured from Naver Land article list API."
"naver_land","2627226166","2627226166","https://new.land.naver.com/rooms?articleNo=2627226166","조은공인중개사사무소","","","","일반원룸","37.260453","127.062603","naver_public_listing_level","깔끔 신축 분리1.8룸.스타일러까지.여유로운 주차","1000","90","","90","원룸","36/36","4/5","남향","","","2026.05.19","방","10년이내; 소형평수; 화장실한개; 방한개; 깔끔 신축 분리1.8룸.스타일러까지.여유로운 주차","","https://landthumb-phinf.pstatic.net/20260519_126/17791709189847dLjC_JPEG/2627226166_20260519150836028988.jpg","","Captured from Naver Land article list API."
"naver_land","2626287492","2626287492","https://new.land.naver.com/rooms?articleNo=2626287492","조은공인중개사사무소","","","","일반원룸","37.260453","127.062603","naver_public_listing_level","귀한신축.더넓은투룸.풀옵션.건조기,스타일러까지.여유로운 주차","1000","115","","115","원룸","46/46","5/5","남향","","","2026.05.14","방","10년이내; 소형평수; 화장실한개; 방두개; 귀한신축.더넓은투룸.풀옵션.건조기,스타일러까지.여유로운 주차","","https://landthumb-phinf.pstatic.net/20260514_266/1778745433660cuzJb_JPEG/2626287492_20260514165709509452.jpg","","Captured from Naver Land article list API."
"naver_land","2626577404","2626577404","https://new.land.naver.com/rooms?articleNo=2626577404","좋은방다나와공인중개사사무소","","","","일반원룸","37.267537","127.06189","naver_public_listing_level","일반원룸","500","30","","30","원룸","29/29","5/6","동향","","","2026.05.15","방","25년이내; 융자금없는; 화장실네개이상; 소형평수","","https://landthumb-phinf.pstatic.net/20260515_184/1778835930628iRF9p_JPEG/2626577404_20260515180527515606.jpg","","Captured from Naver Land article list API."
"naver_land","2626739925","2626739925","https://new.land.naver.com/rooms?articleNo=2626739925","좋은방다나와공인중개사사무소","","","","일반원룸","37.266497","127.062857","naver_public_listing_level","o좋은방o화이트톤깔끔한분리형원룸o풀옵션o즉시입주가능o","1000","33","","33","원룸","23/23","1/5","남동향","","","2026.05.16","방","25년이내; 융자금적은; 1층; 세대분리; o좋은방o화이트톤깔끔한분리형원룸o풀옵션o즉시입주가능o","","https://landthumb-phinf.pstatic.net/20260516_95/1778925983948cwblV_JPEG/2626739925_20260516190622568053.jpg","","Captured from Naver Land article list API."
"naver_land","2626355314","2626355314","https://new.land.naver.com/rooms?articleNo=2626355314","좋은방다나와공인중개사사무소","","","","일반원룸","37.263761","127.065041","naver_public_listing_level","o좋은방o즉시입주가능o풀옵션o깔끔한방o","300","34","","34","원룸","23/23","2/6","서향","","","2026.05.14","방","25년이내; 융자금적은; 화장실한개; 소형평수; o좋은방o즉시입주가능o풀옵션o깔끔한방o","","https://landthumb-phinf.pstatic.net/20260514_266/17787503518596U2u6_JPEG/2626355314_20260514181909189260.jpg","","Captured from Naver Land article list API."
