"source","listing_no","room_id","url","agency","agent_name","agent_phone","region","address","latitude","longitude","address_public_level","title","deposit_manwon","rent_manwon","maintenance_manwon","total_monthly_manwon","room_type","area_m2","supply_area_m2","exclusive_area_m2","floor","direction","parking","move_in","published_at","confirmed_at","listing_age_text","approval_date","maintenance_detail","maintenance_basis","maintenance_items","building_use","options","security_options","description","image_1","image_2","crawl_note"
"dabang","57100226","6a0a691e3d1fe145d5058678","https://www.dabangapp.com/room/6a0a691e3d1fe145d5058678","씨티부동산공인중개사사무소","송세호","031-212-0079","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동 503","37.2863191999","127.030831061","exact_address_visible","깔끔하게 수리된 베란다가 있는 투룸 월세","500","45","9","54","투룸","39.66","42.97","39.66","4층/4층","북","불가능","즉시 입주","2026-05-18","","6일 전","2002-01-29","detail_code: E06; detail_cost: 90000; detail_include_types: PUBLIC_USE_RATES; WATER_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","단독주택","신발장; 싱크대; 베란다","현관보안","방 2칸(넓은안방, 중간방)
주방겸 아담한 거실
세탁물 건조등에 편리한 베란다
욕실
즉시입주 가능 ","https://d1774jszgerdmk.cloudfront.net/1024/vvhnjRfyoUfyTui1yH2pt","https://d1774jszgerdmk.cloudfront.net/1024/f9b6APbI9pln0lZIIKEzv",""
"dabang","56788960","69f05553e966e42286f98005","https://www.dabangapp.com/room/69f05553e966e42286f98005","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동 466-5","37.2902761879585","127.030179595698","exact_address_visible","우만동 올수리 투룸 귀한 반전세 꿀매물","1000","25","8","33","투룸","49.18","60.59","49.18","2층/5층","동","불가능","즉시 입주 (협의 가능)","2026-04-28","","26일 전","2002-07-16","detail_code: E98; detail_cost: 80000; detail_include_types: PUBLIC_USE_RATES; WATER_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","공동주택","벽걸이형; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","CCTV","📱 매물 문의 : 0 1 0 - 8 1 2 6 - 8 9 0 7 (문자·전화 모두 가능/상담으로 부재시 곧 연락드립니다!)

정류장 1분 컷! 리모델링된 예쁜 투룸 (LH 가능)
교통 편의성: 버스정류장이 엎어지면 코 닿을 거리! 교통 매우 편리합니다.
첫 입주급 상태: 수리 완료된 집이라 손볼 곳 하나 없이 즉시 입주 가능해요.
넉넉한 투룸: 거실 겸 주방과 방 2개 구조로 공간 활용도가 뛰어납니다.
생활 인프라: 학교, 마트, 편의점 등 도보권 내 모든 생활권 완비!
가성비 끝판왕: 저렴한 금액으로 쾌적함과 깔끔함을 누릴 수 있는 기회입니다.
망설이면 나가는 꿀매물입니다.

📱 매물 문의 : 0 1 0 - 8 1 2 6 - 8 9 0 7 (문자·전화 모두 가능/상담으로 부재시 곧 연락드립니다!)
매물 조건과 장단점을 꼼꼼히 확인해 친절하고 정확하게 안내드리는 공인중개사입니다.
아리수 부동산 : 수원시 팔달구 아주로 25 (우만동 1층)

","https://d1774jszgerdmk.cloudfront.net/1024/o0Fh2rm6nH6c9CJGBuQPx","https://d1774jszgerdmk.cloudfront.net/1024/RKU0wfcYhhcD5Akxkx5P7",""
"dabang","56972396","69fedfed338dd2223be16408","https://www.dabangapp.com/room/69fedfed338dd2223be16408","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동 73-12","37.2771319668374","127.043122156792","exact_address_visible","아주대 엘베있는 희귀매물 전면도배 착한임대인 가성비굳","3000","28","7","35","원룸(분리형)","23.14","146.55","23.14","4층/5층","남","가능","즉시 입주","2026-05-09","","15일 전","2006-12-11","detail_code: E06; detail_cost: 70000; detail_include_types: PUBLIC_USE_RATES; WATER_RATES; INTERNET_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 침대; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","CCTV; 현관보안"," 안녕하세요 수원 1등 부동산 아리수 부동산입니다
                                                                                                                                                                                                                    
[임대조건]

월 세: 3000/27만원

관리비:7만원 (인터넷,수도,,공용전기,정화조,E/V사용료,건물청소비)- 전기가스 개별
                                                                                                   

[매물조건]

✔ 구조:  분리형 구조  방1   화장실1  

✔ 입주:  4월24일 가능합니다

✔ 옵션: 풀옵션  에어컨 세탁기  냉장고 침대 가스렌지  번호키   신발장

✔ 중개사가  보장하는 안전한 매물입니다


💖등기부등본,건축물대장 꼼꼼한 서류 확인
💖중개사고시 2억원 손해배상
💖직접찍은 100% 실제사진 허위매물X
💖좋은 매물은 금방 나갑니다
💖계약을 성사 시키기 위해 무리한 브리핑은 하지않습니다
💖문의 주신 매물 外 다른 매물들도 다량 보유하고 있습니다
💖내가족이 방을 구한 다는 마음으로 중개하고 있습니다
💖저희 부동산은 위험한 물건은 중개를 하지 않습니다

공인중개사로서 전문성을 갖고 상담부터 계약까지 직접 성실히 임하겠습니다.
부재시, 꼭 문자남겨주세요, 확인 후 바로 안내 드리겠습니다.

☎ 사무실전화 031) 214-2828
전화,문자 상담 및 매물접수 :  010-2429-2824
카카오톡ID: kw1997","https://d1774jszgerdmk.cloudfront.net/1024/q5GUccbMgsskifhSnHGP9","https://d1774jszgerdmk.cloudfront.net/1024/IMC-Lq-rtR8wwOaQaz1He",""
"dabang","56994013","6a016562d93b4d32bdd23d7a","https://www.dabangapp.com/room/6a016562d93b4d32bdd23d7a","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동 29-91","37.2767241385","127.0446283274","exact_address_visible","무융자건물 분리형 원룸 반전세 리모델링 완료 여학생 추천","3000","30","7","37","원룸(분리형)","16.52","127.12","16.52","2층/4층","서","가능","2026.06.23 (협의 가능)","2026-05-11","","13일 전","2008-01-08","detail_code: E06; detail_cost: 70000; detail_include_types: PUBLIC_USE_RATES; WATER_RATES; INTERNET_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 침대; 책상; 옷장; 신발장; 냉장고; 세탁기; 인덕션","인터폰","+++안녕하세요 아주대  1등 부동산 아리수 부동산입니다+++
                                                                                                                                                                                                                    
[임대조건]

월 세: 3000/30만원

관리비 :7만원 (인터넷, 개인수도,공용전기,정화조,건물청소비)- 전기 가스 개별

[매물조건]

✔ 구조:  주방 분리형 원룸

✔ 입주:  6월 말 협의가능 합니다. 

✔ 옵션: 풀옵션 에어컨 세탁기  냉장고 침대 등

💖등기부등본,건축물대장 꼼꼼한 서류 확인
💖중개사고시 2억원 손해배상
💖직접찍은 100% 실제사진 허위매물X
💖좋은 매물은 금방 나갑니다
💖계약을 성사 시키기 위해 무리한 브리핑은 하지않습니다
💖문의 주신 매물 外 다른 매물들도 다량 보유하고 있습니다
💖내가족이 방을 구한 다는 마음으로 중개하고 있습니다
💖저희 부동산은 위험한 물건은 중개를 하지 않습니다

공인중개사로서 전문성을 갖고 상담부터 계약까지 직접 성실히 임하겠습니다.
부재시, 꼭 문자남겨주세요, 확인 후 바로 안내 드리겠습니다.

☎ 사무실전화 031) 214-2828
전화,문자 상담 및 매물접수 :  010-2429-2824","https://d1774jszgerdmk.cloudfront.net/1024/oJMh93Kr8OCjDmfiZgogI","https://d1774jszgerdmk.cloudfront.net/1024/5HNYuPQIjAdMpmjcD9W5k",""
"dabang","56852852","69f580f2f90b881fee2168f0","https://www.dabangapp.com/room/69f580f2f90b881fee2168f0","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2604145678","127.0622046479","dong_only_ask_agency_for_exact_jibun","전액보증보험 중개수수료 반값 풀옵션 방1 거실1삼성 흥덕 근무자","2000","28","12","40","원룸(분리형)","33.05","206.64","33.05","4층/4층","남","가능","2026.06.15 (협의 가능)","2026-05-02","","22일 전","2017-10-30","detail_code: E98; detail_cost: 120000; detail_include_types: PUBLIC_USE_RATES; INTERNET_RATES; TV_RATES","FIXED_FEE_CHARGE","","단독주택","천장형; 옷장; 신발장; 냉장고; 싱크대; 인덕션; TV; 붙박이장; 화재경보기","비디오폰; CCTV; 현관보안","[임대조건]

반 전 세 : 1억2000만원 (가격 조절가능합니다)

월세+관리비 : 40만원 (인터넷,iptv,공용전기,정화조,E/V사용료,건물청소비)- 전기가스수도 개별

[매물조건]

✔ 구조: 분리형 구조  방1  화장실1  

✔ 입주:  6월 중순 협의  가능합니다

✔ 옵션: 풀옵션  에어컨 세탁기  TV   냉장고   인덕션  붙박이장   신발장

✔ 주차: 1 대 1 주차 가능합니다 100%

✔ 국세, 지방세 완납 증명서 제출 가능합니다

✔준공떄부터 거래해온 안전한집 입니다

✔전세 보증보험 HUG 가입가능합니다


[전세대출]

✔ 신용대출 가능 OK

✔  버팀목 토스 카카오 가능OK 

✔ 삼성 사내대출 가능 OK

💖등기부등본,건축물대장 꼼꼼한 서류 확인
💖중개사고시 2억원 손해배상
💖직접찍은 100% 실제사진 허위매물X
💖좋은 매물은 금방 나갑니다
💖계약을 성사 시키기 위해 무리한 브리핑은 하지않습니다
💖문의 주신 매물 外 다른 매물들도 다량 보유하고 있습니다
💖내가족이 방을 구한 다는 마음으로 중개하고 있습니다
💖저희 부동산은 위험한 물건은 중개를 하지 않습니다

공인중개사로서 전문성을 갖고 상담부터 계약까지 직접 성실히 임하겠습니다.
부재시, 꼭 문자남겨주세요, 확인 후 바로 안내 드리겠습니다.

☎ 사무실전화 031) 214-2828
전화,문자 상담 및 매물접수 :  010-2429-2824
카카오톡ID: kw1997
 ","https://d1774jszgerdmk.cloudfront.net/1024/RSY9tKTyua07voZIBpKWa","https://d1774jszgerdmk.cloudfront.net/1024/BO5o2_cLUmjD0Cyy4oY9g",""
"dabang","56707762","69e9c6e967e57a14da831caf","https://www.dabangapp.com/room/69e9c6e967e57a14da831caf","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동 73-12","37.2771319668374","127.043122156792","exact_address_visible","주방분리 깔금원룸 아주대 도보권","2000","33","7","40","원룸","27.52","146.55","27.52","4층/5층","남","가능","2026.04.27 (협의 가능)","2026-04-23","","31일 전","2006-12-11","detail_code: E06; detail_cost: 70000; detail_include_types: PUBLIC_USE_RATES; WATER_RATES; INTERNET_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 침대; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 화재경보기","인터폰; 현관보안","━━━━ 아리수공인중개사사무소━━🔺🔺🔺🔺
중개 전문가의 차별화 중개 서비스를 원한다면
 📱 0 1 0 - 5 5 7 6 - 6 9 7 4 ☎️ 0 3 1 - 2 1 4 - 1 0 0 6

✔️ 매물설명✔️

💡  구조 : 방1 화장실1 
💡  옵션 : 세탁기 냉장고 침대 에어컨 신발장 옷장 등(풀옵션)
💡  위치 : 아주대 인근
💡  주차 : 가능
💡  입주 시기 : 4월말
💡  전입, 확정일자 : 가능
💡  위반건축물 여부: 미해당


📍 주변 입지 📍
🏙️ 아주,경기대학교 및 병원 인접, 학생 및 간호사 추천
🚉 편리한 교통: 대중교통, 상업시설, 카페 및 다양한 편의시설 가까운 거리
🏡 직장 및 학교를 동시에 만족 시킬 수 있는 최적의 입지


📱 0 1 0 -  5 5 7 6 - 6 9 7 4 
           ","https://d1774jszgerdmk.cloudfront.net/1024/8ijujCrbDudJuE-yRdbky","https://d1774jszgerdmk.cloudfront.net/1024/COMQTjVn7qogK8dOfkPUC",""
"dabang","56854848","69f58f72cf1bcc55cb22f188","https://www.dabangapp.com/room/69f58f72cf1bcc55cb22f188","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 팔달구 우만동","경기도 수원시 팔달구 우만동 553-7","37.281943294639","127.032547776792","exact_address_visible","월드메르디앙인근 광교직장인 아주대학생  엘베o 집주인 주인세대 실거주","500","38","5","43","원룸","19.83","149.42","19.83","2층/4층","남","가능","즉시 입주 (협의 가능)","2026-05-02","","22일 전","2005-05-23","detail_code: E06; detail_cost: 50000; detail_include_types: WATER_RATES; INTERNET_RATES; PUBLIC_USE_RATES","FIXED_FEE_CHARGE","","제2종근린생활시설","벽걸이형; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 화재경보기","CCTV; 현관보안"," +++안녕하세요 아주대  1등 부동산 아리수 부동산입니다+++
                                                                                                                                                                                                                    
[임대조건]

월 세: 500/38만원

관리비 : 5만원 (인터넷, 개인수도, e/v사용료, 공용전기,정화조,건물청소비)- 전기가스 개별

[매물조건]

✔ 구조:   방1  화장실1  

✔ 입주: 즉시입주  협의  가능합니다

✔ 옵션: 풀옵션  에어컨 세탁기  냉장고 인덕션  붙박이장   신발장

✔ 주차도 가능합니다

💖등기부등본,건축물대장 꼼꼼한 서류 확인
💖중개사고시 2억원 손해배상
💖직접찍은 100% 실제사진 허위매물X
💖좋은 매물은 금방 나갑니다
💖계약을 성사 시키기 위해 무리한 브리핑은 하지않습니다
💖문의 주신 매물 外 다른 매물들도 다량 보유하고 있습니다
💖내가족이 방을 구한 다는 마음으로 중개하고 있습니다
💖저희 부동산은 위험한 물건은 중개를 하지 않습니다

공인중개사로서 전문성을 갖고 상담부터 계약까지 직접 성실히 임하겠습니다.
부재시, 꼭 문자남겨주세요, 확인 후 바로 안내 드리겠습니다.

☎ 사무실전화 031) 214-2828
전화,문자 상담 및 매물접수 :  010-2429-2824","https://d1774jszgerdmk.cloudfront.net/1024/m7HG6_dp4m766agpLRJsr","https://d1774jszgerdmk.cloudfront.net/1024/mtHLCfohEKZDTW0tukDi5",""
"dabang","57157962","6a0e636623a41b256b5460af","https://www.dabangapp.com/room/6a0e636623a41b256b5460af","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 장안구 연무동","경기도 수원시 장안구 연무동","37.2954958189","127.0290618608","dong_only_ask_agency_for_exact_jibun","가성비 끝판왕 채광 맛집 넓은 투룸 IC 인접 경기대 근처","3000","45","10","55","투룸","26.44","70.7","26.44","중층/4층","남동","가능","즉시 입주 (협의 가능)","2026-05-21","","3일 전","2006-05-12","detail_code: E98; detail_cost: 100000; detail_include_types: PUBLIC_USE_RATES; WATER_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 전자레인지; 베란다","CCTV","📱 매물 문의 : 0 1 0 - 8 1 2 6 - 8 9 0 7 (문자·전화 모두 가능)

이런 분들께 추천합니다!
짐이 많아 무조건 **'넓은 투룸'**이 필요하신 분
고속도로 IC나 광역버스를 자주 이용하는 '교통 중시형'
집에서만큼은 소음 없이 '조용하게' 쉬고 싶은 분
컨디션 대비 **'착한 가격'**을 찾으시는 분

📱 매물 문의 : 0 1 0 - 8 1 2 6 - 8 9 0 7 (문자·전화 모두 가능, 부재시 곧 연락드립니다!)
매물 조건과 장단점을 꼼꼼히 확인해 친절하고 정확하게 안내드리는 공인중개사입니다.
아리수 부동산 : 수원시 팔달구 아주로 25 (우만동 1층)","https://d1774jszgerdmk.cloudfront.net/1024/l1UiI4o7zw0iaiZrqxtNV","https://d1774jszgerdmk.cloudfront.net/1024/xmZ9B9ADBwar_PQQR5wv7",""
"dabang","57152563","6a0d6faebcf9f514fc5a36a7","https://www.dabangapp.com/room/6a0d6faebcf9f514fc5a36a7","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 팔달구 지동","경기도 수원시 팔달구 지동 480-4","37.2811331425448","127.029561508197","exact_address_visible","투룸 사이즈 1.8룸 가격까지 착하다 풀옵션","2100","48","10","58","원룸(분리형)","17.55","24.67","17.55","6층/6층","남서","가능","즉시 입주 (협의 가능)","2026-05-20","","4일 전","2013-12-13","detail_code: E98; detail_cost: 100000; detail_include_types: PUBLIC_USE_RATES; WATER_RATES; INTERNET_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","공동주택","벽걸이형; 냉장고; 세탁기; 싱크대; 가스레인지; 화재경보기","비디오폰; 현관보안","※좋은 방은 절대로 기다려주지 않습니다.※

중개 전문가의 차별화 중개 서비스를 원한다면
 📱 0 1 0 - 5 5 7 6 - 6 9 7 4 

✔️ 상세 설명✔️

💡  구조 : 거실1 방1 화장실1 
💡  옵션 : 세탁기 냉장고 에어컨 신발장 가스레인지 등(풀옵션)
💡  위치 : 동수원사거리 인근
💡  주차 : 가능
💡  입주 시기 : 협의가능
💡  전입, 확정일자 : 가능
💡  위반건축물 여부: 미해당


📍 주변 입지 📍
🏙️ 아주대 및 병원 인접, 학생 및 간호사 추천 광교출퇴근 편리
🚉 편리한 교통: 대중교통, 상업시설, 카페 및 다양한 편의시설 가까운 거리
🏡 직장 및 학교를 동시에 만족 시킬 수 있는 최적의 입지


📱 0 1 0 -  5 5 7 6 - 6 9 7 4 ","https://d1774jszgerdmk.cloudfront.net/1024/jfzkCb-859Ww-EUhxDHEk","https://d1774jszgerdmk.cloudfront.net/1024/K8LwfMEDkfkQSb9Tfki6G",""
"dabang","57123996","6a0bbb54c2dfe8210bd16905","https://www.dabangapp.com/room/6a0bbb54c2dfe8210bd16905","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동","37.2725656533245","127.042682087973","dong_only_ask_agency_for_exact_jibun","올리모델링 즉시입주 가능 빠른 선점","1000","65","5","70","투룸","42.97","102.96","42.97","중층/3층","남","불가능","즉시 입주 (협의 가능)","2026-05-19","","5일 전","1993-07-20","detail_code: E06; detail_cost: 50000; detail_include_types: PUBLIC_USE_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 냉장고; 세탁기; 싱크대","","※좋은 방은 절대로 기다려주지 않습니다.※

중개 전문가의 차별화 중개 서비스를 원한다면
 📱 0 1 0 - 5 5 7 6 - 6 9 7 4 

✔️ 상세 설명✔️

💡  구조 : 방2 화장실1 
💡  옵션 : 세탁기 냉장고 에어컨 신발장 가스레인지 등(풀옵션)
💡  위치 : 아주대 인근
💡  주차 : 가능
💡  입주 시기 : 즉시입주가능
💡  전입, 확정일자 : 가능
💡  위반건축물 여부: 미해당


📍 주변 입지 📍
🏙️ 아주대 및 병원 인접, 학생 및 간호사 추천 광교출퇴근 편리
🚉 편리한 교통: 대중교통, 상업시설, 카페 및 다양한 편의시설 가까운 거리
🏡 직장 및 학교를 동시에 만족 시킬 수 있는 최적의 입지


📱 0 1 0 -  5 5 7 6 - 6 9 7 4 ","https://d1774jszgerdmk.cloudfront.net/1024/09px08KrxtyCaqUs2b7B0","https://d1774jszgerdmk.cloudfront.net/1024/fD8gd_39RSkOtJVAd-KBQ",""
"dabang","56828411","69f3069975e8417e4bb793d1","https://www.dabangapp.com/room/69f3069975e8417e4bb793d1","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동 208-62","37.2654352937","127.0461999956","exact_address_visible","보증금조정 가능 갓성비 1.5룸 귀한 월세","1000","65","7","72","원룸(분리형)","33.05","95.39","33.05","3층/5층","남","가능","즉시 입주 (협의 가능)","2026-04-30","","24일 전","2016-11-08","detail_code: E06; detail_cost: 70000; detail_include_types: PUBLIC_USE_RATES; WATER_RATES; INTERNET_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 신발장; 냉장고; 세탁기; 가스레인지; 화재경보기; 베란다","비디오폰","※좋은 방은 절대로 기다려주지 않습니다.※

중개 전문가의 차별화 중개 서비스를 원한다면
 📱 0 1 0 - 5 5 7 6 - 6 9 7 4 

✔️ 상세 설명✔️

💡  구조 : 방1 화장실1 
💡  옵션 : 세탁기 냉장고 에어컨 신발장 가스레인지 등(풀옵션)
💡  위치 : 매탄공원 인근
💡  주차 : 가능
💡  입주 시기 : 6월초 (협의가능)
💡  전입, 확정일자 : 가능
💡  위반건축물 여부: 미해당


📍 주변 입지 📍
🚉 편리한 교통: 대중교통, 상업시설, 카페 및 다양한 편의시설 가까운 거리
🏡 직장 및 학교를 동시에 만족 시킬 수 있는 최적의 입지


📱 0 1 0 -  5 5 7 6 - 6 9 7 4 ","https://d1774jszgerdmk.cloudfront.net/1024/18i1P5lSCNSS2sc91AJ0_","https://d1774jszgerdmk.cloudfront.net/1024/Zp-AfmJELeJXosDsDm0_P",""
"dabang","56932754","69fc1f194158e024c8db9885","https://www.dabangapp.com/room/69fc1f194158e024c8db9885","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 영통구 매탄동","경기도 수원시 영통구 매탄동 209-27","37.2656509936","127.0475890623","exact_address_visible","주차가능 안전 가성비 귀한 월세 좋은집으로 이사하세요","2000","70","20","90","투룸","42.97","98.44","42.97","2층/4층","남서","가능","즉시 입주 (협의 가능)","2026-05-07","","17일 전","2017-09-26","detail_code: E98; detail_cost: 200000; detail_include_types: PUBLIC_USE_RATES; WATER_RATES; INTERNET_RATES; TV_RATES; ETC_USE_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 냉장고; 세탁기; 싱크대; 가스레인지; 베란다","비디오폰; 현관보안","※좋은 방은 절대로 기다려주지 않습니다.※

중개 전문가의 차별화 중개 서비스를 원한다면
 📱 0 1 0 - 5 5 7 6 - 6 9 7 4 

✔️ 상세 설명✔️

💡  구조 : 방2 화장실1 
💡  옵션 : 세탁기 냉장고 에어컨 신발장 가스레인지 
💡  위치 : 매탄공원인근
💡  주차 : 가능
💡  입주 시기 : 즉시입주가능
💡  전입, 확정일자 : 가능
💡  위반건축물 여부: 미해당


📍 주변 입지 📍
🚉 편리한 교통: 대중교통, 상업시설, 카페 및 다양한 편의시설 가까운 거리
🏡 직장 및 학교를 동시에 만족 시킬 수 있는 최적의 입지


📱 0 1 0 -  5 5 7 6 - 6 9 7 4 ","https://d1774jszgerdmk.cloudfront.net/1024/v7uoFaFr7sPhkusgCpOlH","https://d1774jszgerdmk.cloudfront.net/1024/9u3CuLDGzp8-YAAg04LQV",""
"dabang","55974910","69b252490e16d719476a1ce7","https://www.dabangapp.com/room/69b252490e16d719476a1ce7","아리수공인중개사사무소","이재명","031-214-2828","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동","37.2604145678","127.0622046479","dong_only_ask_agency_for_exact_jibun","삼성사업장 풀옵션 전면도배  분리형 1.8룸 전액 보증보험 ok 주차편리","2000","85","15","100","원룸(분리형)","33.05","206.64","33.05","4층/4층","남","가능","2026.06.07 (협의 가능)","2026-03-12","","73일 전","2017-10-30","detail_code: E98; detail_cost: 150000; detail_include_types: PUBLIC_USE_RATES; INTERNET_RATES; TV_RATES","FIXED_FEE_CHARGE","","단독주택","천장형; 옷장; 신발장; 냉장고; 싱크대; 인덕션; TV; 붙박이장; 화재경보기","비디오폰; CCTV; 현관보안","+++아주대  1등 부동산 아리수 부동산입니다+++
                                                                                                                                                                                                                    
[임대조건]

월 세: 2000/85만원

관리비 : 15만원 (인터넷,iptv,공용전기,정화조,건물청소비)- 전기가스수도 개별

[매물조건]

✔ 구조:   방1  화장실1  

✔ 입주:   6월15일 협의  가능합니다

✔ 옵션: 풀옵션  에어컨 세탁기  냉장고  인덕션   붙박이장   신발장

✔ 주차: 1 대 1 주차 가능합니다 100%

✔ 중개사가  보장하는 안전한 매물입니다

✔ 국세, 지방세 완납 증명서 제출 가능합니다

✔준공떄부터 거래해온 안전한집 입니다

✔전세 보증보험 HUG 가입가능합니다

💖등기부등본,건축물대장 꼼꼼한 서류 확인
💖중개사고시 2억원 손해배상
💖직접찍은 100% 실제사진 허위매물X
💖좋은 매물은 금방 나갑니다
💖문의 매물 外 다른 매물들도 다량 보유하고 있습니다
💖저희 부동산은 위험한 물건은 중개를 하지 않습니다

공인중개사로서 전문성을 갖고 상담부터 계약까지 직접 성실히 임하겠습니다.
부재 시, 꼭 문자 남겨주세요, 확인 후 바로 안내 드리겠습니다.

☎ 사무실전화 031) 214-2828
전화,문자 상담 및 매물접수 :  010-2429-2824","https://d1774jszgerdmk.cloudfront.net/1024/lOy7MRmhG1WHSEttfI__j","https://d1774jszgerdmk.cloudfront.net/1024/40mnq0jqqTOT0oeJH1clL",""
"dabang","56994501","6a01687bb187093b4413a734","https://www.dabangapp.com/room/6a01687bb187093b4413a734","아주공인중개사사무소","이영선","031-213-9100","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동 78-64","37.2742973408","127.0476982353","exact_address_visible","가격저렴한 아담싸이즈 원룸","300","30","6","36","원룸","16.52","23.14","16.52","4층/5층","북동","불가능","즉시 입주","2026-05-11","","13일 전","2011-08-09","detail_code: E06; detail_cost: 60000; detail_include_types: WATER_RATES; INTERNET_RATES; TV_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지; 화재경보기","카드키; CCTV; 현관보안","*가격저렴 합니다.
*햇빛 좋은 남향 입니다
*저렴한 방 찾는분께 강추 합니다
*대중교통 좋고 밤 늧은시간에도 안전한 원룸 입니다.
*조용한 주택가 입니다
*법원사거리 도보1분
*아주대학교 도보10분
*아주대병원 도보5분
","https://d1774jszgerdmk.cloudfront.net/1024/CAKDkWVHmHMQffou1v33k","https://d1774jszgerdmk.cloudfront.net/1024/kdenPE7Ox_L6QLr8g2WeU",""
"dabang","56994494","6a0168751214ec393266b6ee","https://www.dabangapp.com/room/6a0168751214ec393266b6ee","아주공인중개사사무소","이영선","031-213-9100","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동 78-59","37.2742504211405","127.047860567206","exact_address_visible","가격저렴한 원룸","300","32","8","40","원룸","19.82","26.44","19.82","3층/5층","북동","불가능","즉시 입주 (협의 가능)","2026-05-11","","13일 전","2011-10-05","detail_code: E06; detail_cost: 80000; detail_include_types: WATER_RATES; INTERNET_RATES; TV_RATES","FIXED_FEE_CHARGE","","단독주택","벽걸이형; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 가스레인지","비디오폰; 인터폰; 카드키; CCTV; 현관보안; 방범창","*가격저렴한 조용한 원룸 입니다
*밤 늦은 시간에도 안전 합니다
*아주대학교 도보7분 입니다
*구 법원사거리 도보1분 입니다
*아주대병원 도보5분 입니다
*조용한 주택가 입니다
*엘리베이터 있어요","https://d1774jszgerdmk.cloudfront.net/1024/_KtbQthJkce6VzHAzRGyp","https://d1774jszgerdmk.cloudfront.net/1024/706d6fb2-6c30-49ab-935b-2861b222ccc3-2",""
"dabang","56994519","6a016896e4257d3929951d98","https://www.dabangapp.com/room/6a016896e4257d3929951d98","아주공인중개사사무소","이영선","031-213-9100","경기도 수원시 영통구 원천동","경기도 수원시 영통구 원천동 78-51","37.2748988521","127.0486412216","exact_address_visible","깨끗한 원룸","300","40","5","45","원룸","23.14","26.44","23.14","3층/4층","북동","불가능","2026.05.31","2026-05-11","","13일 전","2011-12-19","detail_code: E06; detail_cost: 50000; detail_include_types: WATER_RATES; INTERNET_RATES","FIXED_FEE_CHARGE","","제1종근린생활시설","벽걸이형; 침대; 책상; 옷장; 신발장; 냉장고; 세탁기; 싱크대; 인덕션; 전자레인지; 붙박이장; 베란다","카드키; CCTV; 현관보안","*5월말입주 됩니다.
*법원사거리 2분거리 입니다.
*풀옵션 입니다
*아주대학교 10분거리 입니다.
*깨끗합니다.
*아주대병원 5분거리 입니다.
*구 법원사거리 버스정류장 대중교통 좋습니다.","https://d1774jszgerdmk.cloudfront.net/1024/OFShbD0IxkcoXnS7FK1W6","https://d1774jszgerdmk.cloudfront.net/1024/1WeZ8F0ECr0GOOjMjH4cw",""
